genero;pais;origen_capital;puesto;funcion;anios_empresa;sueldo_bruto;sueldo_dolar;satisfaccion;busqueda;anio
Hombre cis;Argentina;Nacional;Gerente;Generalista;2;430000;2502.1821355833576;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Jefe;Generalista;4;250000;1454.7570555717195;3;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Gerente;Compensaciones y beneficios;2;1320000;7681.117253418679;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Administración de personal;0;147500;858.3066627873145;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;10;395000;2298.516147803317;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Administración de personal;2;180000;1047.425080011638;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;2;188328;1095.8859470468433;NA;NA;2022
Hombre cis;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;7;237931;1384.5272039569393;2;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Jefe;Reclutamiento y selección;3;500000;2909.514111143439;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Jefe;Cultura y bienestar;11;600000;3491.416933372127;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;270000;1571.137620017457;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Reclutamiento y selección;0;360000;2094.850160023276;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;4;220000;1280.1862089031133;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Gerente;Capacitación y desarrollo;4;600000;3491.416933372127;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;1;99000;576.0837940064009;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;2;230000;1338.376491125982;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Jefe;Generalista, no hay un foco que sobresalga;5;277000;1611.8708175734653;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;138000;803.0258946755893;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Cultura Organizacional;1;140000;814.663951120163;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;2;170000;989.2347977887694;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;145000;843.7590922315974;3;Sí, activamente;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;500000;2909.514111143439;NA;NA;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;0;700000;4073.319755600815;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;2;235000;1367.4716322374163;NA;NA;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;4;405000;2356.706430026186;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;People analytics;1;230000;1338.376491125982;4;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Responsable;Generalista;11;300000;1745.7084666860635;NA;NA;2022
Hombre cis;Argentina;Nacional;Responsable;Generalista;1;255000;1483.852196683154;2;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Analista;Comunicación interna;1;209000;1216.1768984579576;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;Capacitación y desarrollo;2;180000;1047.425080011638;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;3;284360;1654.6988652894968;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Jefe;Capacitación y desarrollo;18;593012;3450.753564154786;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Diseño organizacional;4;156000;907.768402676753;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;78000;453.8842013383765;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;HRBP;Reclutamiento y selección;0;260000;1512.9473377945883;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;0;550000;3200.465522257783;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;3;258000;1501.3092813500145;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Administración de personal;2;210000;1221.9959266802443;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;4;235000;1367.4716322374163;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento y selección;0;216000;1256.9100960139658;4;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Analista;Administración de personal;3;110000;640.0931044515567;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;1;162000;942.6825720104742;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Administración de personal;1;200000;1163.8056444573756;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento y selección;1;550000;3200.465522257783;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;0;212000;1233.633983124818;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;7;190000;1105.6153622345068;NA;NA;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;13;200000;1163.8056444573756;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;3;696000;4050.0436427116674;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;2;204500;1189.9912714576667;2;Sí, activamente;2022
Hombre cis;Argentina;Nacional;Responsable;Compensaciones y beneficios;2;340000;1978.4695955775387;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento y selección;0;300000;1745.7084666860635;2;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Jefe;Capacitación y desarrollo;6;505000;2938.6092522548734;3;Sí, activamente;2022
Hombre cis;Argentina;Multinacional;Responsable;Generalista;0;200000;1163.8056444573756;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;People analytics;8;288429;1678.376491125982;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;Generalista;5;340000;1978.4695955775387;NA;NA;2022
Hombre cis;Argentina;Nacional;Gerente;Relaciones laborales;5;900000;5237.12540005819;NA;NA;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;307000;1786.4416642420717;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;398000;2315.9732324701777;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Capacitación y desarrollo;3;290000;1687.5181844631948;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;140000;814.663951120163;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento y selección;0;259000;1507.1283095723015;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;HRIS / Administración de sistemas de RH;0;143000;832.1210357870236;NA;NA;2022
Hombre cis;Argentina;Multinacional;Analista;Administración de personal;0;180000;1047.425080011638;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Gerente;Diseño organizacional;7;330000;1920.2793133546697;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;0;177065;1030.346232179226;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;1;234000;1361.6526040151296;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;0;195000;1134.7105033459413;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;1;405000;2356.706430026186;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;2;320000;1862.089031131801;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;300000;1745.7084666860635;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;2;180000;1047.425080011638;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;People analytics;3;300193;1746.831539132965;NA;NA;2022
Mujer cis;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;9;189700;1103.8696537678209;3;No,  pero escucho ofertas;2022
Mujer trans;Argentina;Multinacional;Analista;People analytics;1;260000;1512.9473377945883;1;Sí, activamente;2022
Hombre cis;Argentina;Nacional;Jefe;Generalista;0;430000;2502.1821355833576;NA;NA;2022
Mujer cis;Argentina;Nacional;Jefe;Todas. Soy jefe;2;300000;1745.7084666860635;2;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento y selección;1;670000;3898.7489089322085;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Jefe;People analytics;8;285000;1658.4230433517603;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;Generalista;0;222300;1293.569973814373;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;1;200000;1163.8056444573756;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;0;100000;581.9028222286878;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;220000;1280.1862089031133;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;12;292500;1702.065755018912;3;Sí, activamente;2022
Hombre cis;Argentina;Multinacional;Responsable;Reclutamiento y selección;2;700000;4073.319755600815;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;6;350000;2036.6598778004075;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Diseño organizacional;3;500000;2909.514111143439;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;145000;843.7590922315974;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;800000;4655.222577829502;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;130000;756.4736688972941;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Generalista;1;180000;1047.425080011638;5;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;1;200000;1163.8056444573756;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;3;623000;3625.2545824847252;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;1;850000;4946.173988943847;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Diseño organizacional;0;400000;2327.611288914751;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;550000;3200.465522257783;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;2;810629;4717.07302880419;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;1;718000;4178.062263601979;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;5;113000;657.5501891184173;2;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Responsable;Diseño organizacional;10;405000;2356.706430026186;NA;NA;2022
Hombre cis;Argentina;Nacional;HRBP;Generalista;0;83000;482.9793424498109;4;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Administrativo;Administración de personal;0;94600;550.4800698283387;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;0;147877;860.5004364271167;NA;NA;2022
Mujer cis;Argentina;Multinacional;Analista;Operaciones de RRHH;3;180000;1047.425080011638;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Jefe;Generalista;6;410000;2385.80157113762;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;3;280000;1629.327902240326;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;1;321000;1867.908059354088;NA;NA;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;1;350000;2036.6598778004075;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;0;114000;663.3692173407042;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Jefe;HRIS / Administración de sistemas de RH;5;800000;4655.222577829502;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;2;500000;2909.514111143439;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;1;160000;931.0445155659005;NA;NA;2022
Hombre cis;Argentina;Multinacional;Analista;People analytics;0;336000;1955.1934826883912;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;9;250000;1454.7570555717195;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Tengo mas de un area.;10;600000;3491.416933372127;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;250000;1454.7570555717195;NA;NA;2022
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento y selección;2;450000;2618.562700029095;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;1;199200;1159.1504218795462;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;7;323000;1879.5461157986617;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;148000;861.216176898458;NA;NA;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;10;150000;872.8542333430318;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;1;287000;1670.061099796334;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;HRBP;Generalista;1;420000;2443.9918533604887;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento y selección;1;210000;1221.9959266802443;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento y selección;2;130000;756.4736688972941;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Jefe;Generalista;0;335000;1949.3744544661042;NA;NA;2022
Mujer cis;Argentina;Nacional;HRBP;Generalista;13;360000;2094.850160023276;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Analista;Capacitación y desarrollo;1;350000;2036.6598778004075;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;0;337349;1963.0433517602562;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Administrativo;Administración de personal;8;60000;349.1416933372127;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Reclutamiento, seleccion, clima,comunicación, beneficios;0;172500;1003.7823683444865;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Responsable;Reclutamiento y Selección más administración de personal;1;95000;552.8076811172534;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;0;260000;1512.9473377945883;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Capacitación y desarrollo;6;180000;1047.425080011638;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;0;142000;826.3020075647368;NA;NA;2022
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento y selección;3;630000;3665.9877800407335;NA;NA;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;5;266000;1547.8615071283095;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;1;230000;1338.376491125982;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;15;650000;3782.368344486471;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;0;280000;1629.327902240326;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;280000;1629.327902240326;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;2;196037;1140.7448356124528;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Capacitación y desarrollo;12;360000;2094.850160023276;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Jefe;Mix de varias: capacitacion / compensacion / rrll / adm;3;400000;2327.611288914751;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;HRBP;Reclutamiento y selección;2;400000;2327.611288914751;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Reclutamiento y selección;10;620000;3607.7974978178645;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Responsable;Diseño organizacional;5;450000;2618.562700029095;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Responsable;Generalista;2;157300;915.333139365726;3;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Responsable;Generalista;8;230000;1338.376491125982;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;Personas y cultura;0;410000;2385.80157113762;4;NA;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;1;760000;4422.461448938027;3;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Analista;Compensaciones y beneficios;0;399000;2321.7922606924644;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;220000;1280.1862089031133;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;3;360000;2094.850160023276;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Capacitación y desarrollo;1;293000;1704.9752691300553;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;1;180000;1047.425080011638;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;0;243000;1414.0238580157113;2;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento y selección;2;320000;1862.089031131801;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;88000;512.0744835612453;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento y selección;0;200000;1163.8056444573756;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Analista;Generalista;25;177000;1029.9679953447774;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;0;250000;1454.7570555717195;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;HRBP;Generalista;10;300000;1745.7084666860635;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;230000;1338.376491125982;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Jefe de RR.HH Generalista;0;337500;1963.9220250218214;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;5;255000;1483.852196683154;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Responsable;Reclutamiento y selección;1;180000;1047.425080011638;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Responsable;Payroll / Liquidación de sueldos;2;320000;1862.089031131801;4;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Responsable;Administración de personal;2;165000;960.1396566773349;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Administración de personal;3;250000;1454.7570555717195;1;Sí, activamente;2022
Hombre cis;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;4;190000;1105.6153622345068;2;Sí, activamente;2022
Hombre cis;Argentina;Multinacional;Analista;People analytics;0;256000;1489.6712249054408;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Administrativo;Reclutamiento y selección;0;100000;581.9028222286878;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;17;210000;1221.9959266802443;3;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Analista;HRIS / Administración de sistemas de RH;2;222000;1291.824265347687;NA;NA;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;9;600000;3491.416933372127;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;2;430000;2502.1821355833576;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;5;565858;3292.7436718068084;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Administración de personal;1;135000;785.5688100087285;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Jefe;Administración de personal;2;230000;1338.376491125982;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;1;378000;2199.59266802444;NA;NA;2022
Mujer cis;Argentina;Nacional;Analista;Capacitación y desarrollo;2;200000;1163.8056444573756;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;0;277000;1611.8708175734653;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;3;310000;1803.8987489089322;1;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Reclutamiento y selección;0;120000;698.2833866744254;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Capacitación y desarrollo;0;235000;1367.4716322374163;2;Sí, activamente;2022
Varon;Argentina;Nacional;Jefe;Relaciones Industriales;1;300000;1745.7084666860635;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;HRIS / Administración de sistemas de RH;2;300000;1745.7084666860635;5;No estoy buscando cambiar;2022
Hombre cis;Argentina;Nacional;Analista;Administración de personal;5;150000;872.8542333430318;NA;NA;2022
Mujer cis;Argentina;Multinacional;Jefe;People analytics;13;386900;2251.3820192027933;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Administrativo;Administración de personal;7;120000;698.2833866744254;2;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;3;336900;1960.4306080884494;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;3;250000;1454.7570555717195;NA;NA;2022
Mujer cis;Argentina;Nacional;HRBP;Generalista;2;390000;2269.4210066918827;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;5;220000;1280.1862089031133;4;Sí, activamente;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;430000;2502.1821355833576;5;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;0;350000;2036.6598778004075;5;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Gerente;Generalista;8;950000;5528.076811172535;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Reclutamiento y selección;0;765000;4451.556590049462;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Jefe;Generalista;1;572000;3328.4841431480945;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Responsable;Generalista;1;350000;2036.6598778004075;NA;NA;2022
Mujer cis;Argentina;Nacional;Jefe;Generalista;1;315000;1832.9938900203667;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Responsable;Proyectos y People Analytics;6;301000;1751.5274949083503;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Gerente;Generalista;11;450000;2618.562700029095;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;1;240000;1396.5667733488508;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;Administración de personal;0;190500;1108.5248763456502;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Administración de personal;0;400000;2327.611288914751;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Capacitación y desarrollo;7;250000;1454.7570555717195;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Administrativo;Administración de personal;30;250000;1454.7570555717195;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Gerente;Reclutamiento y selección;0;380000;2211.2307244690137;NA;NA;2022
Mujer cis;Argentina;Nacional;Jefe;Administración de personal;8;350000;2036.6598778004075;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Responsable;Compensaciones y beneficios;0;504630;2936.4562118126273;2;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Analista;Generalista;4;155000;901.9493744544661;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;0;185000;1076.5202211230726;NA;NA;2022
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;195000;1134.7105033459413;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Generalista;2;245000;1425.6619144602853;5;No estoy buscando cambiar;2022
Mujer cis;Argentina;Multinacional;Gerente;Compensaciones y beneficios;5;600000;3491.416933372127;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Reclutamiento y selección;1;90000;523.712540005819;3;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Multinacional;Analista;Controller;0;282000;1640.9659586848998;4;No estoy buscando cambiar;2022
Mujer cis;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;0;245000;1425.6619144602853;4;No,  pero escucho ofertas;2022
Hombre cis;Argentina;Nacional;Analista;Relaciones laborales;0;340000;1978.4695955775387;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;Gerente;Generalista;1;560000;3258.655804480652;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Multinacional;HRBP;Generalista;5;303000;1763.165551352924;4;Sí, activamente;2022
Mujer cis;Argentina;Multinacional;Analista;Compliance;0;132000;768.1117253418679;3;Sí, activamente;2022
Mujer cis;Argentina;Nacional;Analista;Capacitación y desarrollo;0;355000;2065.755018911842;3;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;HRBP;Generalista;4;400000;2327.611288914751;4;No,  pero escucho ofertas;2022
Mujer cis;Argentina;Nacional;Responsable;Administración de personal;18;400000;1087.1337718106213;3;No estoy buscando cambiar;2023
Mujer cis;Argentina;Nacional;Jefe;Capacitación y desarrollo;20;1500000;4076.75164428983;3;No,  pero escucho ofertas;2023
Mujer cis;Argentina;Nacional;Jefe;Generalista;1;1700000;4620.318530195141;NA;NA;2023
Hombre cis;Argentina;Nacional;Analista;Generalista;2;590400;1604.609447192477;2;No estoy buscando cambiar;2023
Mujer cis;Argentina;Nacional;Analista;Generalista;0;581080;1579.2792303092895;2;No,  pero escucho ofertas;2023
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;530000;1440.4522476490731;3;No,  pero escucho ofertas;2023
Mujer cis;Argentina;Nacional;Analista;Analista Soft (Empleos, Comunicaciones Internas, Capacitación y Desarrollo);1;510000;1386.0955590585422;3;Sí, activamente;2023
Hombre cis;Argentina;Nacional;Analista;Generalista;1;511000;1388.8133934880686;4;No,  pero escucho ofertas;2023
Mujer cis;Argentina;Nacional;Responsable;Generalista;1;600000;1630.700657715932;5;No,  pero escucho ofertas;2023
